course_name,course_organization,course_number,price,course_status
2020年浙江省公务员招考公告解读,思政教育,共5节,免费,118
江西教师招聘学科（音乐）公开课,江西高校教育文化发展有限公司,共1节,免费,14
2019年中级会计实务精讲班,菜子学院,共23节,598.0,2745
江西教招《教综》专家微课之教师心理与专业成长考情分析高校教育,江西高校教育文化发展有限公司,共1节,免费,25
2019考研-护理综合（刘本胜老师主讲）,刘本胜,共2节,免费,74
北京峰源注册结构专业考试赠送课（力学）及钢结构基础入门视频,峰源教育,共13节,299.0,1879
基金从业考试密训领学宣讲课,未来教育,共4节,免费,57
2020财会+涉税服务实务,菜子学院,课程10,1960.0,2
证券从业密训领学课,未来教育,共2节,免费,65
【教书匠课堂】2020执业药师-药学专业知识（二）-历年真题班,教书匠课堂,共4节,免费,48
期货从业协议班领学课,未来教育,共2节,免费,42
【官方推荐】2019税务+实操入门,会米课堂,课程24,398.0,0
基因检测项目介绍,上海多瑞生物科技有限责任公司,进度：10/12节,免费,80
汽修故障案例周六免费公开课,王龙,进度：4/5节,免费,39
广播电视标题动态消息,杜国强,课程6,25.0,0
顺利消防2019年精选视频课程,谦顺顺利消防,共18节,免费,31
【秒秒消防】2020一级消防工程师干货集中营,智果源秒秒课堂,共9节,免费,16
2020江西教师招聘学科（美术）专业知识精讲课程,江西高校教育文化发展有限公司,共46节,980.0,67
中公教育2020年勘察设计注册工程师-夯实基础,中公教育,进度：1/1节,免费,51
2018注册给排水公开课【上海彭老师培训】,上海毅祖教育信息咨询有限公司,共31节,免费,37
2019年中级经济法精讲班,菜子学院,共11节,598.0,2593
BIM录播试听课【启程学院】,启程学院,共4节,免费,36
2019路线设计真题解读-教材编委长安大学赵一飞,国和网校,共1节,免费,94
北京峰源----土建造价基础班,峰源教育,开设2个班级,1799.0,665
市政录播试听课（二阶）-工程造价案例实操【启程学院】,启程学院,共7节,免费,67
2020年注册公用设备师（给水排水）专业考试-——免费公开课,华清陈工培训,进度：5/5节,免费,60
土建BIM实训课程合集,嘉图BIM,课程5,3767.0,3
历年金榜学员--心得经验分享公开课,飞翔飞教育,共14节,免费,23
轩锐SAP2000实战班,江苏轩锐教育,共2节,免费,71
综合基础知识+管理基础知识,新公教育,课程3,1380.0,8
河南-安装-安装算量2019,广联达建筑课堂,进度：17/17节,免费,289
会计实操+初级职称+中级职称+注册会计师（CPA）+税务师,云财网校,共11节,免费,202
Excel实用小技巧——100问,威领word excel ppt,共114节,免费,300
电工维修课程答疑课，报名请联系微信：DQFX6666,雄飞电气培训,共1节,免费,87
2020教师招聘考试（全国通用）,准老师教师资格,进度：2/2节,免费,261
ArcGIS之模型构建器（ModelBuilder）视频教程,GIS思维,共15节,68.0,492
广东-安装-安装计量2019,广联达建筑课堂,进度：5/5节,免费,273
免费—建筑水电识图,周工水电实战课堂,共1节,免费,207
Office高级-精英全套,上海同创共展教育科技有限公司,课程46,120.0,9
新疆-土建-土建计量GTJ2018,广联达建筑课堂,进度：5/5节,免费,204
江西教招《教综》专家微课之教师与学生考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,15
中级会计职称-预习衔接班：实务,菜子学院,开设3个班级,398.0,921
造价速成班VIP体验课,陈陈造价学院,共8节,免费,110
【毕老师·消防全攻略】2020消防工程师备考公开课,毕老师·消防全攻略,共52节,免费,388
2018初级会计师职称考点+习题班送真题原题库软件名师王成瑶,瑞云学堂,共18节,99.0,1339
上海-土建-土建2018,广联达建筑课堂,进度：9/9节,免费,167
2020年教资面试免费公开课,准老师教师资格,进度：4/4节,免费,1863
注册结构工程师专业考试精讲班,张工教育,开设2个班级,2400.0,635
长春-土建-土建计量GTJ2018,广联达建筑课堂,进度：8/8节,免费,242
综合办公楼钢筋手算16G系列平法-工程造价案例实操【启程学院】,启程学院,随到随学,899.0,1098
深圳-土建-土建计量2018,广联达建筑课堂,进度：8/8节,免费,179
【北京峰源】高层结构设计实战班（剪力墙、框剪、框支等）,峰源教育,随到随学,2098.0,1555
哈尔滨-安装-安装算量GQI2019,广联达建筑课堂,进度：6/6节,免费,231
Office高级Access高级,上海同创共展教育科技有限公司,课程9,25.0,16
北京-计价-云计价GCCP5.0,广联达建筑课堂,进度：14/14节,免费,417
19年9月计算机二级直播专用,悟者计算机二级,共9节,免费,67
全国-安装-安装计量GQI2019,广联达建筑课堂,进度：24/24节,免费,272
2020年幼儿园教师考编刷题训练营,聚师教育,进度：1/4节,免费,160
长春-安装-安装计量GQI2019,广联达建筑课堂,进度：7/7节,免费,207
注册勘察设计土木工程师（公共基础全程班）,上海筑智文化发展有限公司,课程2,288.0,5
【教书匠课堂】2020执业药师-药学综合知识与技能-历年真题班,教书匠课堂,共4节,免费,55
2020公务员国考省考行测申论提分课【诚真公考】,诚真公考,共2节,免费,404
中级会计职称-预习衔接班：财管,菜子学院,开设3个班级,398.0,962
BIM考试-图学会考试报名指导,小筑教育,共3节,免费,33
【南大口腔正畸专家团队·全方位学正畸】正畸诊断分析,北京功夫仁医网络科技有限责任公司,课程7,349.0,1
BIMer职业规划：从小白到总监职业发展路径,小筑教育,共3节,免费,23
2020年注册消防工程师-免费公开课,力耕教育,共3节,免费,896
什么样的BIM人才最受企业青睐？,小筑教育,共3节,免费,25
【双12定制】实操礼包,菜子学院,课程4,11.0,80
暖通设计实例培训课程（通风、采暖、防排烟、地暖、多联机VRV）,树上鸟教育,共2节,免费,163
BIM政策解读：“1+X”证书制度解读及考试全解,小筑教育,共2节,免费,24
2020二级建造师机电工程管理与实务教材精讲班【云峰网校】,云峰网校,进度：7/26节,400.0,6
民法总则解读,欧亚法苑（北京）文化传播有限公司,共2节,免费,83
护考猫2020初级护师资格考试《基础公开课》,护考猫,共1节,免费,3614
【北京峰源】注册结构专业考试【导学班】2020年,峰源教育,共24节,299.0,1050
【全套】Excel/WPS零基础入门(电子表格)小白脱白系列,部落窝教育,共13节,免费,4737
2019年终结算（下）,郭辉,共14节,免费,127
会计上岗私塾班-40人小班教学,菜子学院,共9节,1299.0,261
【明尚教育】3天记住整本教综书？全靠它,合肥明尚教育咨询有限公司,进度：1/1节,免费,424
黄总工讲预结算识图bim工程量计算造价工程师考试免费公开课,无极造价,共11节,免费,45
2019年初级会计实务精讲班,菜子学院,共36节,198.0,1040
合同纠纷处理实务,欧亚法苑（北京）文化传播有限公司,共3节,免费,90
机电深化管线综合(洁净空调、BIM、 强电、弱电、施工图),树上鸟教育,共1节,免费,45
2020年初级会计实务直播私教班（赠智能题库）,未来教育,课程2,258.0,79
Excel财务运用,郭辉,共2节,免费,187
轻松记忆整本教综书，就是这么简单,合肥明尚教育咨询有限公司,进度：1/1节,免费,148
2020给排水专业教材深度研习班,张工教育,进度：12/69节,2880.0,2145
Excel简单运用,郭辉,共1节,免费,181
【游一男】2020年二建二级建造师法规基础班课程,酒泉游一男文化传播中心,共17节,免费,671
高级商务办公VIP班（Word Excel PPT 基础实战精通 )【截止报名】,云艺帆教育,进度：6/6节,498.0,2472
2020初级护师资格考试学习规划和导学,夏桂新医护课堂,进度：2/2节,免费,319
护考猫2020护士资格考试《零基础公开课》,护考猫,共1节,免费,3186
2020涉税服务实务+税法（1）,菜子学院,课程10,1960.0,0
2020年安徽省教师招聘考试考情分析大会【明尚教育】,合肥明尚教育咨询有限公司,进度：1/1节,免费,1501
听刘俊海讲公司法,欧亚法苑（北京）文化传播有限公司,共1节,免费,58
2020年注册电气工程师（供配电）专业考试入门班,张工教育,开设2个班级,180.0,3832
Excel-VBA零基础入门  ▎[VBA小白脱白系列]免费全套教程,部落窝教育,共14节,免费,776
2019年下半年四川省考结构化面试专项课程【进仕教育】,进仕教育,共8节,免费,220
2020税务师三科联报D,菜子学院,课程16,2940.0,7
轻中医免费公开课,大汤艾爱健康自学网校,共2节,免费,1145
江西教招《教综》专家微课之德育原则之疏导性原则讲解-高校教育,江西高校教育文化发展有限公司,共1节,免费,19
Excel基础到精通视频教程-技巧+函数+透视表+图表+案例【朱仕平】,朱仕平,共191节,798.0,31
江西教招《教综》专家微课之学习动机及其激发考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,17
2020初级取证10班,菜子学院,课程6,1360.0,215
江西教招《教综》专家微课之问题解决与创造力考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,18
江西教招《教综》专家微课之学生心理发展与教育考情分析高校教育,江西高校教育文化发展有限公司,共1节,免费,12
江西教招《教综》专家微课之教师职业道德规范考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,16
2020江西教师招聘学科（初中英语）专业知识精讲课程,江西高校教育文化发展有限公司,共56节,980.0,60
江西教招《教综》专家微课之学校教育制度考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,12
【云启造价】快速让你独立做市政工程项目/定额计价/土建工程造价,云启造价,共18节,249.0,672
江西教招《教综》专家微课之斯金纳操作性条件反射理论讲解,江西高校教育文化发展有限公司,共1节,免费,25
建筑施工业真账实操,畅格财税,共37节,328.0,1055
江西教招《教综》专家微课之教育目的考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,18
2020涉税服务实务+税法（2）,菜子学院,课程10,1960.0,1
江西教招《教综》专家微课之课程基本理论与实践考情分析高校教育,江西高校教育文化发展有限公司,共1节,免费,14
19年真题讲解与学科剖析,元牧教育,共8节,免费,102
江西教招《教综》专家微课之教师职业行为规范考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,12
中级会计职称-预习衔接班：经济法,菜子学院,开设3个班级,398.0,878
江西教招《教综》专家微课之新课程改革主要内容讲解-高校教育,江西高校教育文化发展有限公司,共1节,免费,24
内部使用【其他学员请勿购买，概不退款】,菜子学院,课程7,888.0,1
江西教招《教综》专家微课之学生的心理差异与教育考情分析,江西高校教育文化发展有限公司,共1节,免费,13
【江苏轩锐】钢结构Midas Gen设计（管桁架、钢框架、厂房）,江苏轩锐教育,共1节,免费,51
江西教招《教综》专家微课之教学基本理论与实践考情分析高校教育,江西高校教育文化发展有限公司,共1节,免费,13
【精讲班】2020初级会计经济法基础-丹丹老师,菜子学院,共6节,298.0,144
江西教招《教综》专家微课之德育考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,16
