course_name,course_organization,course_number,price,course_status
【2020中级通关】中级会计实务+财务管理+经济法-名师精讲-全免费,菜子学院,共55节,免费,1738
2020年二级建造师二建施工管理超值大礼包,教授伴学,课程3,66.0,77
2020护士资格证考试精品课免费试听版（护资辅导名师刘本胜主讲）,刘本胜,共15节,免费,941
【北京峰源】安装工程造价（水电暖消防 招投标预算结算 广联达）,峰源教育,进度：16/16节,免费,808
武百分2020临床执业医师/助理医师直播课堂,武百分教育,共4节,免费,1027
幕墙结构设计训练营,江苏轩锐教育,进度：5/5节,9.9,462
安装直播公开课1-广联达BIM预算案例实操【启程学院】,启程学院,共142节,免费,450
2020年3月 未来教育计算机三级网络技术全程班试听课,未来教育,共4节,免费,467
【游一男】2020年二建二级建造师考试入门预习直播课,酒泉游一男文化传播中心,共7节,免费,1366
零基础安装工程造价/给排水/强电弱电/广联达GQI/GCCP5//施工工艺,起步造价实操,共4节,免费,623
三菱Q系列PLC视频高级编程和实操第1辑－龙丰自动化,龙丰自动化培训中心,共34节,免费,141
2020年浙江省公务员考试—笔试系统班,思政教育,进度：22/36节,680.0,208
钢结构工程造价/门式/框架/网架/桁架/广联达GJG/GCCP5/施工工艺,起步造价实操,共3节,免费,207
Power BI 财务从入门到精通（一）试听篇,踏浪,共1节,免费,31
【北京峰源】钢结构设计门刚+框架+网架+桁架+网壳+SAP2000+Midas,峰源教育,进度：16/16节,免费,308
2019年中级通信工程师 传输与接入(有线)考试视频,希赛网,共2节,免费,11
西门子S7300/1200PLC模拟量应用,常州智控教育信息咨询有限公司,共1节,免费,138
申论大作文寒假批改班,晴教育,进度：4/9节,3980.0,11
2020麦街注册测绘师学习指南,麦街网,共14节,免费,286
2020年注册道路专业考试公开课,胡建兵,共1节,免费,74
未来教育二级ms office上机考试题库视频解析,未来教育,共33节,免费,2
Word零基础入门  ▎[Word小白脱白系列]全套教程（免费课程）,部落窝教育,共14节,免费,2649
无忧就业会计精英私塾2班,菜子学院,开设2个班级,1999.0,381
武百分2020乡村全科执业助理医师考试直播课堂,武百分教育,共2节,免费,259
【菜子学院】2020初级会计免费学|会计实务|经济法基础|初级职称,菜子学院,共17节,免费,988
20年省考行测申论联报课程,抵岸教育,课程4,1960.0,0
【菜子学院】2020初级会计取证班|会计实务|经济法基础|初级职称,菜子学院,共21节,免费,3405
公务员面试公开课（适用国考、事业单位）【诚真公考】,诚真公考,共9节,免费,493
【官方推荐】2019会计+税务实操【报税报表+财税热点+新政解读】,菜子学院,共15节,免费,755
初级职称通关班第9期,菜子学院,课程7,1980.0,124
2020公务员省考笔试公开课【晴教育公考】,晴教育,共16节,免费,1115
【官方推荐】2019税务+会计实操入门【发票+报税+核算+就业指导】,菜子学院,共14节,免费,1068
武百分2020执业/助理医师资格考试儿科疾病考点精讲,武百分教育,共16节,99.0,2006
【北京峰源】结构设计（混凝土、钢结构、注册、装配式 、超限）,峰源教育,共53节,免费,451
2020执业药师（中药学）公开课,金仕建,共17节,免费,465
2020年中级会计师职称考试【中级财务管理-精讲班】 名师授课,瑞云学堂,共19节,298.0,496
信息系统项目管理师考试马军老师视频课程资料,马军,进度：1/1节,免费,3571
土建直播公开课1-广联达BIM预算案例实操【启程学院】,启程学院,共135节,免费,750
精英续航系列-精讲班：经济法基础【续航A班】,菜子学院,进度：10/30节,398.0,798
土建直播公开课2-广联达BIM预算案例实操【启程学院】,启程学院,共141节,免费,1163
2020省考笔试名师体验课【尚政公考】,尚政公考,进度：7/15节,免费,300
"Office应用大师年费班(含Excel,Word,PPT,VBA,PQ,PP等)【朱仕平】",朱仕平,共119节,798.0,8
2020公务员、事业单位面试免费1对1测评【尚政公考】,尚政公考,进度：4/9节,免费,221
顺利建造2020年免费公开课,谦顺顺利消防,共2节,免费,10
计算机二级C语言精品课程[含公共基础][送指导],陈浩老师网络课堂,课程2,110.0,12
【2020CPA6科】注册会计师 注会会计 中级会计师 初级会计师,一品老殷会计课,共12节,免费,457
会计实务：报税+做账+报表+发票+新政策+税务筹划+财务软件+答疑,云财网校,共38节,免费,645
2020给排水专业全程班,张工教育,课程4,3480.0,48
【2020初级会计师2科】初级会计职称  初级会计实务 CPA中级会计,一品老殷会计课,共15节,免费,143
2020省考旗舰班,晴教育,课程15,2980.0,49
【2020中级会计师3科】中级会计职称 初级会计师 CPA注册会计师,一品老殷会计课,共8节,免费,310
Excel2013从入门到精通 实用技巧 函数公式 透视表【云财网校】,云财网校,共30节,免费,923
2020年公务员/遴选/事业单位/选调生/三支面试辅导【小军师面试】,小军师教育,共58节,免费,749
武百分2020乡村全科执业助理医师考点精讲班,武百分教育,共38节,798.0,95
牙典教育-2020口腔执业/助理历年真题精讲,牙典教育,共9节,免费,179
金尔森网校模考考试试卷讲解,金尔森网校,进度：2/2节,免费,188
中级财管通关保障B班,菜子学院,课程5,1280.0,177
牙典教育-2020口腔执业（助理）医师实践技能六站详解免费公开课,牙典教育,共7节,免费,195
轩锐2020一二级注册结构考试公开课,江苏轩锐教育,进度：1/3节,免费,777
武百分2020执业/助理医师资格考试心血管系统考点精讲,武百分教育,共12节,79.0,1945
注册消防工程师公开课,张工教育,共5节,免费,111
2020省考-片段阅读,晴教育,随到随学,600.0,184
注册电气工程师（发输变电）专业考试免费公开课,张工教育,共19节,免费,461
【北京峰源】土建工程造价（招投标预结算 识图 手算 广联达GTJ）,峰源教育,进度：18/18节,免费,589
Excel Power Query 第2季视频教程 可视化及M函数入门【朱仕平】,朱仕平,共114节,168.0,553
【北京峰源】一级注册结构/岩土工程师基础考试免费公开课,峰源教育,共19节,免费,527
注册结构工程师专业考试免费公开课,张工教育,共31节,免费,301
【北京峰源】注册岩土工程师专业考试培训公开课,峰源教育,进度：9/9节,免费,438
武百分2020执业/助理医师资格考试运动系统考点精讲,武百分教育,共11节,69.0,1719
注册勘察设计工程师基础系列公开课,张工教育,共13节,免费,194
直播公开课,宁波万翼文化传播有限公司,共22节,免费,65
注册给排水工程师专业考试免费公开课,张工教育,共32节,免费,224
2020初级会计精讲联报,优为学堂,课程2,498.0,3
2020给排水专业真题精粹飞跃班,张工教育,2020-7-6开讲,2680.0,2084
【北京峰源】装配式结构设计实战公开课,峰源教育,共1节,免费,60
2019注册道路工程师执业资格考试备考专业考试公开课,张工教育,共9节,免费,65
高层结构设计实战班公开课,峰源教育,共7节,免费,99
武百分2020执业/助理医师资格考试血液系统考点精讲,武百分教育,共8节,69.0,1472
注册电气工程师-专业基础公开课,张工教育,共2节,免费,80
武百分2020执业/助理医师资格考试女性生殖系统考点精讲,武百分教育,共23节,99.0,2009
一级注册建筑师公开课,张工教育,共11节,免费,83
学士学位英语,小飞鱼教育,进度：2/2节,免费,25
[北京峰源]2019注册消防考试入门+专题解析班,峰源教育,随到随学,1.0,909
2020年初级会计师2科目协议通关【VIP全程私教辅导每日计划任务】,瑞云学堂,共72节,399.0,1213
小规模+一般纳税人+报税+内控会计实操全盘账上岗,张老师,共6节,免费,332
初级会计职称-精讲班：经济法基础,菜子学院,开设8个班级,498.0,2235
《小规模纳税人全盘账》（做账、报表、报税）会计实操试听课,张老师,共3节,免费,239
2020二建管理系统精讲-附2020教材新变化,Jacky,共14节,免费,192
2019临床执业医师/助理医师考试消化系统,武百分教育,共6节,免费,270
2020年3月全国计算机二级Office通关vip教程,蒋老师过级,共72节,79.9,7274
2019临床执业医师/助理医师女性生殖系统,武百分教育,共16节,免费,170
实务+财管通关B班,菜子学院,课程14,2280.0,3
2019临床执业医师/助理医师心血管系统,武百分教育,共8节,免费,227
注册电气工程师（供配电）专业考试免费公开课,张工教育,共20节,免费,350
2020年一级注册消防工程师公开宣讲课,不惑教育,共25节,免费,1166
中级实务通关保障B班,菜子学院,课程5,1280.0,157
注册岩土工程师专业考试免费公开课,张工教育,共51节,免费,279
2019临床执业/助理医师呼吸系统,武百分教育,共12节,免费,204
消防安全技术实务精讲,不惑教育,进度：10/59节,899.0,6146
Office办公软件商务文秘必学，WPS-Word-Excel-PPT（函数表格）,云艺帆教育,进度：3/3节,免费,1336
注册环保工程师专业考试公开课,张工教育,共6节,免费,32
二级机电备考合集,筑城网校,课程10,1298.0,0
注册一级建筑师公开课,张工教育,共12节,免费,68
【北京峰源】暖通设计公开课,峰源教育,进度：1/1节,免费,38
Excel2016基础综合教程,威领word excel ppt,共226节,免费,336
【知守消防】【2020公开课】一级注册消防工程师免费0基础学习,大圣老师,共5节,免费,103
2019临床执业医师/助理医师考试代谢、内分泌系统,武百分教育,共5节,免费,121
2020护士资格证考试零基础精讲课（刘本胜老师权威护资辅导）,刘本胜,共113节,366.0,971
武百分2018乡村全科执业助理医师考试免费课堂,武百分教育,共5节,免费,67
注册岩土工程师-专业基础公开课,张工教育,共2节,免费,35
2019国考笔试高频刷题【第四期】,尚政公考,进度：6/6节,280.0,247
健康管理师考情分析与备考指南,中公医考网,进度：1/1节,免费,163
手把手教财务人员“写简历+应对面试”系统课程,张老师,共3节,免费,91
2020年注册结构工程师全程班,张工教育,课程4,3200.0,139
2020一级建造师项目管理系统精讲（包括2019一建管理真题）,Jacky,共8节,免费,126
注册给排水工程师-专业基础公开课,张工教育,共2节,免费,28
武百分2020执业/助理医师资格考试消化系统考点精讲,武百分教育,共11节,99.0,2023
2020年3月教师资格证笔试公开课,人大芸窗职教学苑,进度：36/37节,免费,1206
成套电气系列公开课,张工教育,共1节,免费,19
ArcGIS 10.X 入门实战视频教程（GIS思维）,GIS思维,共38节,68.0,1842
【菜子学院】2020初级会计精讲课|会计实务|经济法基础|初级职称,菜子学院,共16节,免费,938
【北京峰源】土建造价实战班,峰源教育,随到随学,2299.0,1520
解决高薪会计工作中的四大问题,菜子学院,共1节,免费,206
2017临床执业医师/助理医师考试运动系统,武百分教育,共9节,免费,84
【菜子学院】2020税务师|注册税务师|财务与会计|税法|涉税服务,菜子学院,共9节,免费,289
2020年初级会计优课,优为学堂,课程4,668.0,63
【菜子学院】2020初级会计录播课|会计实务|经济法基础|初级职称,菜子学院,共19节,免费,229
二级结构备考合集,筑城网校,课程9,1298.0,0
【官方推荐】菜子学院会计试听课合辑,菜子学院,共19节,免费,105
2019临床执业医师/助理医师儿科疾病,武百分教育,共12节,免费,217
会计实操---零基础学会计分录,菜子学院,共3节,免费,170
2020年初级会计师职称【实务经济法2科全套】精讲班+讲义题库答疑,瑞云学堂,共130节,68.0,2265
能量平衡公开课,湖南红杏林文化传播有限公司,共1节,免费,686
2017临床执业医师/助理医师精神、神经系统,武百分教育,共12节,免费,97
2020江西教师招聘学科（小学数学）专业知识精讲课程,江西高校教育文化发展有限公司,共40节,980.0,254
【师卓教育】2020护士执业资格考试——名师点睛课程,石家庄师卓职业培训学校,共7节,免费,16
安装直播公开课2-广联达BIM预算案例实操【启程学院】,启程学院,共142节,免费,281
二级建筑备考合集,筑城网校,课程10,1298.0,0
【筑道教育】2020年注册结构专业考试培训辅导班公开课,筑道教育,共7节,免费,195
稳稳消防【2020建筑防火】技术+综合,稳稳,2020-3-9开讲,680.0,5525
【筑道教育】注册岩土师专业考试免费公开课,筑道教育,共2节,免费,167
2020年注册给排水免费公开课-上海彭老师培训,上海毅祖教育信息咨询有限公司,共34节,免费,607
懒人医考2020年执业医师考点讲解,懒人医考,共3节,免费,1386
2020中级高效备考特训营,菜子学院,进度：4/4节,1.0,674
勘察设计注册工程师-公共基础公开课,张工教育,共2节,免费,23
2019年中级财务管理精讲班,菜子学院,共22节,598.0,3123
注册结构工程师-专业基础公开课,张工教育,共2节,免费,32
注册道路工程师-专业基础公开课,张工教育,共1节,免费,19
注册暖通动力工程师-专业基础公开课,张工教育,共2节,免费,30
武百分2020执业/助理医师资格考试呼吸系统考点精讲,武百分教育,共15节,79.0,1949
注册规划师公开课,张工教育,共1节,免费,35
【北京峰源】注册电气考试培训,峰源教育,进度：1/1节,免费,14
框剪商住综合体预算-土建工程造价案例实操【启程学院】,启程学院,随到随学,1199.0,2618
注册环保工程师-专业基础公开课,张工教育,共2节,免费,11
2020年初级会计师,得勤会计院,共22节,免费,1086
精英续航系列-精讲班：实务【续航A班】,菜子学院,进度：16/28节,398.0,798
税务师.注册税务师.会计.会计师,得勤会计院,共25节,免费,240
执业兽医资格考试公开课,兽医小灶,共8节,免费,2071
中级经济法通关保障B,菜子学院,课程5,1280.0,139
2020中级会计师.会计实务.财务管理.经济法.会计,得勤会计院,共33节,免费,826
2020年3月全国计算机二级公共基础（3合1）,蒋老师过级,共17节,19.0,3915
会计基础.会计入门.零基础,得勤会计院,共16节,免费,470
CCTV专访名师刘本胜老师主讲-主管护师考试急速突破班,刘本胜,共9节,免费,497
免费公开课,黄晓晨,共1节,免费,193
公务员考试—无忧计划,思政教育,共146节,980.0,132
大力汽修学院 周三免费汽修培训课,大力汽修学院,共81节,免费,4080
2020国考行测冲刺课,晴教育,进度：59/59节,600.0,249
大力汽修学院 常见传感器实车测量方法,大力汽修学院,共191节,免费,1572
2019.财务管理.精讲基础班.中级会计师.会计师,得勤会计院,共11节,免费,93
财务主管晋升必备（房地产+建筑业+大中型企业财务管控）免费直播,菜子学院,共4节,免费,54
2019临床执业医师/助理医师血液系统,武百分教育,共5节,免费,108
会计精英私塾20班,菜子学院,课程5,1999.0,21
2017临床执业医师/助理医师其他,武百分教育,共5节,免费,77
从零开始学时政—2020版,晴教育,共7节,99.0,1159
注册暖通工程师专业考试免费公开课,张工教育,共21节,免费,149
资料分析刷题训练营-2019公务员省考行测【晴教育公考】,晴教育,共70节,免费,331
2020注册暖通三班联报,蔺鹏飞,课程4,2780.0,143
轩锐教育课程,江苏轩锐教育,进度：6/6节,免费,4
【内部使用】测试专属平台,菜子学院,共1节,免费,28
牛丫头消防2020年全套课程,牛丫头,课程2,2360.0,13
AUTOCAD2014/天正建筑/施工图/施工方案/建筑识图/工程造价,起步造价实操,共4节,免费,322
VBA初级+提高系列课程,Excel学习乐园,课程2,218.0,11
零基础土建工程造价/定额清单/工艺/手算/广联达GTJ/GCCP云计价,起步造价实操,共12节,免费,695
【BIM公开课】零基础入门BIM必修+BIM政策证书解读+Revit软件安装,小筑教育,共4节,免费,376
【免费】Excel教程 excel零基础 高效职场办公 实战速成 [朱仕平],朱仕平,共10节,免费,1675
【菜子学院】2020初级双科完整录播,菜子学院,共22节,免费,291
土建造价完整案例实战课程,致诚造价,共10节,免费,243
2020精诚医考王文龙直播课：考点精讲+真题解析-医师资格考试,精诚医考王文龙,共5节,免费,116
注册电气工程师（发输变电）专业考试零基础入门班,张工教育,开设2个班级,180.0,1591
千峰消防课  2020年课程3消防基础知识框架学习,千峰记忆团队,开设2个班级,10.0,809
2019年初级会计职称【VIP学员-毕业典礼】,菜子学院,共8节,免费,9
【北京峰源】安装造价之（消防）实战专项班,峰源教育,随到随学,988.0,3630
2017临床执业医师/助理医师考试传染病、性传播疾病,武百分教育,共5节,免费,77
【预习资料】技术实务,不惑教育,共56节,699.0,4077
2019临床执业医师/助理医师泌尿系统,武百分教育,共8节,免费,126
2020年供配电专业一元入门体验课,张工教育,进度：6/6节,0.02,391
注册暖通工程师启航入门班,张工教育,进度：2/2节,1.0,794
初级会计职称-精讲班：实务,菜子学院,开设9个班级,498.0,2220
2020年发输变电专业一元入门体验课,张工教育,进度：5/5节,0.02,485
【游一男】2020年一建一级建造师考试入门预习直播课,酒泉游一男文化传播中心,共10节,免费,447
2020注册岩土工程师专业考试规范深度研习班,张工教育,开设2个班级,2888.0,1141
2019江西教师招聘新旧教材对比、考情分析,江西高校教育文化发展有限公司,共1节,免费,354
第三阶段班（十期）,刘德,进度：0/3节,1.0,164
北京峰源注册结构考试赠送课（高层及复杂高层结合实际案例讲解）,峰源教育,共30节,699.0,1844
BIM核心软件：Revit软件安装与卸载,小筑教育,共3节,免费,75
峰源注册消防实务/综合/案例精选课程,峰源教育,共13节,9.9,280
2020江西教师招聘学科（小学语文）专业知识精讲课程,江西高校教育文化发展有限公司,共52节,980.0,250
土建造价手算专项基础课程,致诚造价,进度：1/4节,免费,147
2020年注册测绘师综合能力课程,测绘迷,进度：2/10节,免费,425
武百分2020执业/助理医师资格考试代谢、内分泌系统考点精讲,武百分教育,共8节,69.0,821
2020江西教招教综书新旧教材对比（不含纸质教材）,江西高校教育文化发展有限公司,共1节,免费,702
春考财经最新大纲解读以及学习方法,汪小强,进度：1/1节,1.0,6
2020年江西教招《教综》专家微课讲解-高校教育,江西高校教育文化发展有限公司,共27节,免费,1272
中高级打包课程,王启存,课程6,999.0,51
2020江西教师招聘学科（体育）专业知识精讲课程,江西高校教育文化发展有限公司,共50节,980.0,48
2019年中级会计.会计实务.财务管理.经济法习题班,得勤会计院,共8节,免费,32
江西教招《教综》专家微课之教育与教育学考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,114
2020二级水利全程免费班,束道海,进度：20/33节,免费,92
Ps学了就用/Photoshop零基础到精通/合成/调色/ps动画/滤镜,蒋老师过级,共153节,30.0,1439
临沂市第二期骨干会计人才培训班【课题研究开题写作指导】,菜子学院,共1节,免费,9
医学人工智能与虚拟现实,黄忠浩,进度：2/6节,免费,19
高端智能手机维修课程（第四部）,华宇万维,共10节,9999.0,98
【教书匠课堂】2019执业药师——名师免费直播课,教书匠课堂,共23节,免费,142
2020年一级注册结构专业考试培训班,筑道教育,课程8,4500.0,56
【教书匠课堂】2020护士资格——名师免费直播课,教书匠课堂,共36节,免费,275
【红杏林】中医大讲堂,湖南红杏林文化传播有限公司,共2节,免费,1713
【中级会计职称通关课程】财务管理-名师精讲、考点直通-全部免费,菜子学院,共23节,免费,238
【教书匠课堂】2020初级护师——名师免费直播课,教书匠课堂,共12节,免费,458
汇算清缴速成班,菜子学院,进度：4/24节,499.0,789
江西教招《教综》专家微课之教师职业道德教育考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,45
PPTP格的正确玩法,威领word excel ppt,共8节,免费,31
江西教招《教综》专家微课之教育的起源讲解-高校教育,江西高校教育文化发展有限公司,共1节,免费,44
牙典教育-2020口腔执业/助理第一次万人模考,牙典教育,共4节,免费,15
【2020中级会计职称通关课程】经济法-名师精讲考点直通-全部免费,菜子学院,共12节,免费,15
医学笔试机考及跨题型不可回看示范【转自：自国家医学考试中心】,牙典教育,共2节,免费,18
2020国考申论冲刺课,晴教育,共22节,680.0,254
【教书匠课堂】2020执业药师-中药学专业知识（一）-历年真题班,教书匠课堂,共4节,免费,109
武百分2020执业/助理医师资格考试风湿免疫性疾病考点精讲,武百分教育,共1节,9.9,1888
BIM应用-中建BIM总监带你详解BIM应用案例,小筑教育,共3节,免费,59
武百分2020乡村全科执业助理医师考试特色通关班（直播回放）,武百分教育,共13节,598.0,79
【推荐公开课】 BIM建模/Revit操作快速入门,其乐培训,共3节,免费,85
2020一建机电全科特训,酒泉游一男文化传播中心,课程17,2372.0,0
CNC编程 UG8.0 UG10.0 UG12.0公开课,张振兴,共5节,免费,61
BIM学习之结构建模60分钟体验课,小筑教育,共3节,免费,49
2020国考申论专项-理论构筑【尚政公考】,尚政公考,进度：10/10节,1000.0,89
工业电气设计（动力配线 照明 防雷接地 消防 二次线(控制原理图),树上鸟教育,共3节,免费,113
2020 一注结构专业课 （每周三、日晚20：00直播）,羿学堂,共7节,免费,1402
2020年中级会计师职称考试【中级会计经济法-精讲班】 名师授课,瑞云学堂,共23节,298.0,482
2020年初级会计职称-相见恨晚的一次会计思维创新课（观摩）,伯平教育咨询有限公司,进度：3/11节,免费,25
2020年注册道路专业公开课,上海筑智文化发展有限公司,共6节,免费,467
2020注册消防工程师：技术实务教材精讲班【云峰网校】,云峰网校,进度：10/30节,899.0,2044
抵岸教育：2019公考热点课,抵岸教育,共4节,免费,97
江西教师招聘学科（体育）公开课,江西高校教育文化发展有限公司,共1节,免费,34
牙典教育-2020口腔执业/助理医师vip基础精讲班,牙典教育,共17节,1280.0,1065
服装制版打板 服装纸样推码放码【艺服网络学院】,艺服教育,共4节,免费,91
安装录播试听课（一阶）-工程造价案例实操【启程学院】,启程学院,共8节,免费,174
（二）安装工程造价实操【给排水消防强电弱电通风采暖建筑智能】,起步造价实操,共36节,2699.0,1962
懒人医考2020中医新大纲通关班,懒人医考,共1节,免费,720
【云峰消防】2020消防工程师免费公开课,云峰网校,共9节,免费,632
中级财管单科套餐,瑞云学堂,课程5,488.0,5
【筑道教育】2020年注册道路工程师考试公开课,筑道教育,共2节,免费,134
土建录播试听课（二阶）-工程造价案例实操【启程学院】,启程学院,共5节,免费,173
武百分2020执业/助理医师资格考试精神、神经系统考点精讲,武百分教育,共23节,79.0,1747
江西教招《教综》专家微课之学习与学习理论考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,54
土建录播试听课（一阶）-工程造价案例实操【启程学院】,启程学院,共5节,免费,316
【北京峰源】2020年一注基础/岩土基础考试培训班,峰源教育,随到随学,1399.0,1847
懒人医考2019年健康管理师~0基础30天通关,懒人医考,共1节,免费,289
稳稳带你过消防【2019注册消防工程师】,稳稳,进度：7/7节,免费,251
潘晓川经典中医自洽体系药精初级班(脉法中药),潘晓川,共40节,6000.0,359
2020年3月未来教育二级ms office全程班免费试听课,未来教育,共20节,免费,1058
2020执业医师考试（西医）消化系统,郝医师,进度：9/11节,9.9,13
2020年初级精英续航班,菜子学院,课程6,1180.0,816
2019年初级会计实务-基础班-录播回放,得勤会计院,共20节,免费,222
2020年初级社会工作者入门导学公开课社会工作实务,未来教育,共9节,免费,513
稳稳消防【2020消防早鸟班】,稳稳,共24节,490.0,6632
2020初级会计精讲课（经济法基础+实务）直播+录播,未来教育,共4节,免费,195
江西教师招聘学科（美术）公开课,江西高校教育文化发展有限公司,共1节,免费,43
19注册岩土专业冲刺班,玐零教育,课程2,1280.0,39
江西教招《教综》专家微课之人的身心发展的动因讲解-高校教育,江西高校教育文化发展有限公司,共1节,免费,30
2020注册给排水三班联报(赠送规范班),上海毅祖教育信息咨询有限公司,课程4,4280.0,378
江西教招《教综》专家微课之认知发展阶段理论讲解-高校教育,江西高校教育文化发展有限公司,共1节,免费,46
2019年下城事业单位笔试—考前重点知识梳理,思政教育,共1节,免费,1073
江西教招《教综》专家微课之师德规范核心内容讲解-高校教育,江西高校教育文化发展有限公司,共1节,免费,24
2020年二级建造师市政实务通关班【二建云峰网校】,云峰网校,课程3,398.0,0
2020年浙江省公务员考试—行测备考专项,思政教育,进度：1/1节,免费,262
2020二级建造师二建一建免费直播课【云峰网校】,云峰网校,共2节,免费,530
寒假算量特训班-三层综合办公楼 【启程学院】,启程学院,开设2个班级,699.0,621
2020年浙江省公务员考试—申论专项指导课,思政教育,进度：1/1节,免费,332
工业管道-安装工程造价案例实操【启程学院】,启程学院,共13节,899.0,729
2019年西湖事业单位考前重点知识梳理,思政教育,共1节,免费,385
BIM核心技能之一：Navisworks开班体验课,小筑教育,共2节,免费,33
2019年下半年杭州下城事业单位笔试备考指导,思政教育,进度：1/1节,免费,114
Excel2016常用函数实操教程,威领word excel ppt,共85节,免费,300
启程造价直播室6-广联达BIM预算案例实操【启程学院】,启程学院,共46节,免费,97
注册道路/岩土/结构/给排水专业基础公开课,上海筑智文化发展有限公司,共4节,免费,80
（二）土建工程造价实操【人防高层、别墅案例量价全过程】,起步造价实操,随到随学,3299.0,6346
启程造价直播室5-广联达BIM预算案例实操【启程学院】,启程学院,共135节,免费,71
2020年注册暖通工程师公开课,蔺鹏飞,共25节,免费,54
安装录播试听课（二阶）-工程造价案例实操【启程学院】,启程学院,共8节,免费,100
学习Visio+Project,游峰,课程4,241.0,34
电气设备安装工程（强电）-安装工程造价案例实操【启程学院】,启程学院,共46节,1199.0,2594
2020注册道路工程师考试方向分析,国和网校,共1节,免费,87
Merry Christmas 谁说造价大神没情调,启程学院,进度：2/2节,免费,41
懒人医考2020年执医十年真题~每日直播,懒人医考,共4节,免费,228
2020年中级会计师职称考试【中级会计实务-精讲班】 名师授课,瑞云学堂,共27节,298.0,541
轩锐结构设计公开课（钢结构，网架，装配式，幕墙，空间结构）,江苏轩锐教育,共18节,免费,120
2019消防工程师入门课程：众多课程我该如何选择,云峰网校,共5节,免费,110
人防全套视频,汤茂之土建造价大讲堂,课程3,658.0,5
抵岸教育 行测高频考点,抵岸教育,共3节,免费,123
初级护师急速突破班（刘本胜主讲）,刘本胜,共12节,免费,793
【预习资料】技术实务,云峰网校,共28节,698.0,446
江西教招《教综》专家微课之教育与人的发展考情分析-高校教育,江西高校教育文化发展有限公司,共1节,免费,25
Excel2016入门基础 电子表格 图表设计 公式函数 【高级办公】,Office微课-马老师,共12节,免费,1063
EXCEL在财务中的高级应用,菜子学院,进度：19/30节,599.0,84
2020二级建造师（二建）《建设工程施工管理》精读班,周老师,共15节,免费,615
Office2016高级商务办公必学Word Excel PPT三科【Office微课】,Office微课-马老师,共4节,免费,559
【北京峰源】安装造价实战之（给排水+暖通）,峰源教育,随到随学,758.0,3350
【陈浩老师】2020年3月计算机二级C语言程序设计免费体验课直播课,陈浩老师网络课堂,共6节,免费,277
2020二级建造师（二建）《公路工程管理与实务》精讲班-直播+录播,周老师,共18节,免费,253
牙典教育-2020口腔执业/助理医师考点学前班,牙典教育,共5节,100.0,1617
零基础学会计实操入门【注册+凭证+报表+报税】,中欣网校,共7节,免费,198
hypermill五轴编程体验班,张振兴,共7节,免费,54
武百分2020执业/助理医师习题特训班（直播回放）,武百分教育,共20节,598.0,2111
BIM初学者24个常见问题解答,小筑教育,共3节,免费,37
建设方甲方项目管理成本管理房地产开发全过程工程咨询投资决策,无极造价,共20节,免费,92
Excel全套超级VIP班,Office微课-马老师,课程2,368.0,13
BIM入门《Revit实战入门一本通（土建篇）》新书发布会,小筑教育,共3节,免费,40
2019-中级会计.财务管理.经济法习题班,得勤会计院,共13节,免费,58
Excel Power Query 第1季视频教程 可视化应用入门【朱仕平】,朱仕平,共24节,68.0,297
记忆绝招----让消防变成开卷考试， 稳稳过【100%通关必备】,稳稳,共2节,免费,60
公务员国考面试90分——必会知识点【晴教育公考】,晴教育,共53节,免费,218
Project规划+管理项目,游峰,课程2,120.0,27
2018辽宁公检法司公务员省考【晴教育公考】,晴教育,共8节,免费,24
【教书匠课堂】2020执业药师-中药学综合知识与技能-历年真题班,教书匠课堂,共4节,免费,60
【精讲班】2020初级会计实务-以澜老师,菜子学院,共9节,298.0,144
【教书匠课堂】2020执业药师-中药学专业知识（二）-历年真题班,教书匠课堂,共4节,免费,55
2020年护考新时间-督学课程,优护优选,进度：38/39节,免费,319
全国BIM等级考试及Revit建模基础课程,BIM小课堂,课程5,299.0,37
果树种植公开课,赵海文,进度：15/28节,免费,496
【教书匠课堂】（中医执业、中医专长）名师免费课程,教书匠课堂,共12节,免费,49
冲刺班-中药四科,北京华夏杏坛教育科技有限公司,课程4,500.0,0
蔬菜公开课,赵海文,进度：10/11节,免费,445
江西教招《教综》专家微课之奥苏伯尔的同化论讲解-高校教育,江西高校教育文化发展有限公司,共1节,免费,33
人力资源“精鹰计划”,重庆壹零八人力资源管理有限公司,课程21,108.0,8
教师资格面试公开课——《面试那点事儿》,江西高校教育文化发展有限公司,进度：1/1节,免费,43
环评师历年主讲老师公开课,飞翔飞教育,共22节,免费,161
2020年江西教师招聘考试教育综合知识精讲班-高校教育,江西高校教育文化发展有限公司,共74节,1280.0,2258
2020年注册环保工程师（专业考试）免费公开课,华清陈工培训,共7节,免费,87
江西教招《教综》专家微课之学习迁移的种类讲解-高校教育,江西高校教育文化发展有限公司,共1节,免费,33
2020年执业兽医资格考试培训录播合集,宠依泊适教育,课程3,199.0,0
懒人医考2020年医师技能第三站多媒体（全套题库）,懒人医考,共6节,免费,269
江西教招《教综》专家微课之归因理论讲解-高校教育,江西高校教育文化发展有限公司,共1节,免费,31
Office 应用大师班SVIP视频教程_已经更新20000分钟【朱仕平】,朱仕平,共102节,1599.0,553
