course_link,course_name,course_number,course_organization,course_price,course_status
//ke.qq.com/course/package/17755,零基础企业级就业班,88人购买,拓薪教育,¥9177.22,课程4
//ke.qq.com/course/458793,synchronized原理分析【鲁班学院】,526人最近报名,鲁班学院,免费,共3节
//ke.qq.com/course/308535,千锋前端全栈HTML5零基础项目实战就业班,64人购买,扣丁学堂,¥1622.22,随到随学
//ke.qq.com/course/450705,Redis分布式与缓存击穿的问题【鲁班学院】,521人最近报名,鲁班学院,免费,共3节
//ke.qq.com/course/456617,C#/.Net架构师GOF23种设计模式+设计模式六大原则+UML类图 体验课,379人最近报名,朝夕教育,免费,共15节
//ke.qq.com/course/379296,Rock带你-零基础学习C语言/C++语言【奇牛学院】,944人最近报名,奇牛学院,免费,共12节
//ke.qq.com/course/package/9280,高端JAVA架构+大数据,04人购买,优效学院,¥7762.22,课程2
//ke.qq.com/course/455084,Dubbo底层源码解析【鲁班学院】,522人最近报名,鲁班学院,免费,共3节
//ke.qq.com/course/231470,如何轻松搞定Node.js  进阶全栈工程师必备高薪技能,66人最近报名,博为峰网校在线教育,免费,共8节
//ke.qq.com/course/package/22076,微信小程序商城前端+asp版网站后台和接口开发,0人购买,黄菊华,¥677.22,课程3
//ke.qq.com/course/459393,C#/.Net开发进阶【高级编程/框架进阶/设计优化】,345人最近报名,朝夕教育,免费,共27节
//ke.qq.com/course/284569,人人都懂区块链（更新中）,561人最近报名,扣丁学堂,免费,共1节
//ke.qq.com/course/302106,"linux入门到精通大数据Hadoop,机器学习Flink/Spark/Storm_咕泡",528人购买,咕泡教育,¥57.72,共5节
//ke.qq.com/course/324404,原生OpenStack部署及公有云（精华版）-邹圣林,19人最近报名,誉天教育,免费,共6节
//ke.qq.com/course/381228,C语言零基础入门到项目实战,5535人最近报名,顿开教育,免费,共56节
//ke.qq.com/course/347301,web前端零基础提高班【蝉壳学院】,350人购买,蝉壳学院,¥9596.22,共23节
//ke.qq.com/course/464284,Mybatis底层源码解析【鲁班学院】,78人最近报名,鲁班学院,免费,共3节
//ke.qq.com/course/377131,吴光科—Linux运维技巧杂谈系列,0人最近报名,,免费,共1节
//ke.qq.com/course/package/23477,软信学院java分布式微服务体系springboot+springcloud,2人购买,软信教育,¥576.22,课程9
//ke.qq.com/course/353223,企业Linux运维自动化实战,55人最近报名,,免费,共7节
//ke.qq.com/course/388364,PHP全栈工程师体验班【六星教育】,366人购买,,¥5.22,共12节
//ke.qq.com/course/390044,华为云计算HCIE华为认证网络工程师,09人购买,,¥52622,共46节
//ke.qq.com/course/448800,软件测试工作中常用的测试工具,77人购买,,¥2.23,共3节
//ke.qq.com/course/423058,Linux高级运维/云计算/centos7/docker/架构/集群/存储/调优/学神,45人最近报名,,免费,共2节
//ke.qq.com/course/package/18771,WEB 全阶班（13期）,582人购买,渡一教育,¥54576,课程2
//ke.qq.com/course/423077,Linux高级运维/云计算/centos7/zabbix/架构/集群/监控/服务/学神,18人最近报名,,免费,共1节
//ke.qq.com/course/482296,软件成熟度模型,2人购买,,¥3.22,共1节
//ke.qq.com/course/216016,javaweb阶段（阶段二）,493人购买,拓薪教育,¥5966.22,共55节
//ke.qq.com/course/448805,一节课讲解小程序测试思维,74人购买,,¥2.23,共1节
//ke.qq.com/course/package/23067,【全套课】抖音自媒体/短视频运营/剪辑教程系统学习班,32人购买,泛学苑自媒体,¥0776.22,课程4
//ke.qq.com/course/448795,测试工程师加分工具-Jenkins,535人购买,,¥2.23,共2节
//ke.qq.com/course/379361,吴光科2019——Linux系统下LAMP技术实战,4人最近报名,,免费,共1节
//ke.qq.com/course/473905,代码小白也能学会的python接口自动化测试,518人购买,,¥2.23,共5节
//ke.qq.com/course/460140,ELK打造分布式日志收集系统实战【免费学习】,581人最近报名,每特教育,免费,共6节
//ke.qq.com/course/347422,Web前端全栈进阶班【蝉壳学院】,597人购买,蝉壳学院,¥1596.22,随到随学
//ke.qq.com/course/343662,抖音Vlog带货|电商短视频运营|淘宝客引流|网络推广|种草书单赚钱,01人最近报名,泛学苑自媒体,免费,共2节
//ke.qq.com/course/300615,SSM框架从入门到实战,586人最近报名,扣丁学堂,免费,共6节
//ke.qq.com/course/441810,"Docker学习之旅,docker容器化,Java架构师进阶【咕泡学院】",087人购买,咕泡教育,¥77.22,共16节
//ke.qq.com/course/385468,Mybatis源码分析   【源码学院】     只为培养BAT程序员而生,325人最近报名,源码学院,免费,共7节
//ke.qq.com/course/336208,【扔物线/Android】HTTPS 为什么是安全的,558人最近报名,扔物线学堂,免费,共2节
//ke.qq.com/course/434334,【码同学】Java全栈自动化测试,10人购买,码同学,¥1866.22,随到随学
//ke.qq.com/course/302265,自媒体赚钱|百家号批量工作室运营|头条号新媒体短视频原创爆文,71人最近报名,泛学苑自媒体,免费,共3节
//ke.qq.com/course/404813,Springboot源码深入分析 【源码学院】 只为培养BAT程序员而生,507人最近报名,源码学院,免费,共7节
//ke.qq.com/course/438299,"思科CCNA+华为HCIA融合课程,一次学会两!",5589人购买,,¥16.22,共12节
//ke.qq.com/course/390677,【邹SIR精讲】誉天云计算Docker精华课程,03人最近报名,誉天教育,免费,进度：6/6节
//ke.qq.com/course/460130,高可用集群环境kafka环境搭建【免费学习】,539人最近报名,每特教育,免费,共8节
//ke.qq.com/course/297293,Python零基础入门精讲,5849人购买,学神IT教育,¥86.22,共14节
//ke.qq.com/course/337446,【公开课】华为大数据认证之Hadoop入门公开课,98人最近报名,誉天教育,免费,共4节
//ke.qq.com/course/404175,Jvm虚拟机原理分析 【源码学院】     只为培养BAT程序员而生,551人最近报名,源码学院,免费,共6节
//ke.qq.com/course/477541#term_id=100571941,三步带你玩转TypeScript,968人购买,,¥7.62,进度：3/3节
//ke.qq.com/course/297159#term_id=100571941,大数据工程师：Docker入门与应用实战体验课,30人最近报名,博为峰网校在线教育,免费,共1节
//ke.qq.com/course/345551#term_id=100571941,Java架构师尊享铂金专业培训课程,527人购买,拓薪教育,¥8777.22,共43节
//ke.qq.com/course/368684#term_id=100571941,精通Python爬虫技术 进行Bug统计分析【Atstudy网校】,35人最近报名,博为峰网校在线教育,免费,共3节
//ke.qq.com/course/440743#term_id=100571941,Java专家架构师VIP试听课 互联网/分布式/微服务/高并发/性能优化,510人最近报名,粉菜编程学院,免费,共35节
//ke.qq.com/course/412930#term_id=100571941,Web安全/web渗透/kali/网络安全/入侵防御/渗透测试/信息安全/,61人最近报名,安迹web渗透测试,免费,共6节
//ke.qq.com/course/package/22145,第10期新媒体课程小包,2人购买,榕意新媒体学院,¥0671.22,课程2
//ke.qq.com/course/372894#term_id=100571941,【精品推荐】16年专业培训-CCNA学习指南,3人最近报名,,免费,共4节
//ke.qq.com/course/245186#term_id=100457066,2020软考-信息系统项目管理师-基础知识(上) 新版教程,865人购买,小任老师,¥577.22,共33节
//ke.qq.com/course/454439#term_id=100457066,Tomcat架构设计与底层源码分析【鲁班学院】,64人最近报名,鲁班学院,免费,共3节
//ke.qq.com/course/243413,软件测试之Python自动化测试+Jmeter性能精品试听课,5万人购买,,¥66.22,共20节
//ke.qq.com/course/428633,软件测试职业规划/简历编写/真题讲解,510人购买,,¥2.23,共9节
//ke.qq.com/course/396918,Spring Cloud微服务架构实战【图灵学院】,334人最近报名,,免费,共5节
//ke.qq.com/course/329046,P2【商业级MMORPG大型网游】Unity全栈开发,508人购买,极视教育,¥1666.22,共14节
//ke.qq.com/course/276313,零基础学Java开发_咕泡,31人最近报名,咕泡教育,免费,共12节
//ke.qq.com/course/92963,零基础Java大数据教程入门篇-【职坐标】,506人最近报名,职坐标,免费,共214节
//ke.qq.com/course/package/20972,云开发入门和uniapp,0人购买,全栈开发者阿耿,¥576.22,课程2
//ke.qq.com/course/190376,Python/人工智能/零基础就业课,309人最近报名,,免费,共1节
//ke.qq.com/course/101461,30天掌握人工智能开发实用技能 零基础入行物联网,301人最近报名,职坐标,免费,共76节
//ke.qq.com/course/package/22029,Linux内核课程助力包,3人购买,零声学院,¥1446.22,课程2
//ke.qq.com/course/424385,Linux运维架构/云计算/centos7/无人值守安装系统/PXE/学神,02人最近报名,,免费,共1节
//ke.qq.com/course/477560#term_id=100580482,私域流量实战训练营，4周让转化率和收入翻倍,584人购买,,¥107.22,2020-3-8开讲
//ke.qq.com/course/425619#term_id=100580482,Linux运维架构/云计算/centos7/redis主从架构/高可用/学神,15人最近报名,,免费,共1节
//ke.qq.com/course/144677#term_id=100580482,Java/javaee核心技术实战【软谋教育】,6人最近报名,,免费,共7节
//ke.qq.com/course/441518#term_id=100580482,高性能线程池工作原理【图灵学院】,386人最近报名,,免费,共3节
//ke.qq.com/course/package/16453,CCIE直通车课程包,42人购买,思唯网络学院,¥51622,课程5
//ke.qq.com/course/431351#term_id=100580482,城市空间系列研究直播课,38人最近报名,脉策数据,免费,共3节
//ke.qq.com/course/123216#term_id=100580482,PHP开发入门基础/web前端/MySQL/模板引擎/框架,051人最近报名,职坐标,免费,共101节
//ke.qq.com/course/153645#term_id=100580482,2020软考--软件设计师-基础知识实战培训视频,331人购买,小任老师,¥877.22,共67节
//ke.qq.com/course/424371#term_id=100580482,Linux运维架构/云计算/centos7/网络管理/TCP/IP/OSI七层/学神,09人最近报名,,免费,共1节
//ke.qq.com/course/186954#term_id=100580482,【城市数据研习社_大咖讲堂_第五期】刘淼,0人最近报名,脉策数据,免费,共1节
//ke.qq.com/course/package/19791,Java全阶班第二期,64人购买,渡一教育,¥55776,课程2
//ke.qq.com/course/109341#term_id=100580482,CCNA-CCNP-CCIE直通车-网络工程师-思科华为双厂商专家认证,53人最近报名,学神IT教育,免费,共9节
//ke.qq.com/course/285575#term_id=100580482,“60天”SEM竞价网络推广主管VIP实战训练营 【实力提升转化】,3457人购买,魔贝课凡,¥3677.22,开设6个班级
//ke.qq.com/course/416708#term_id=100580482,Kali安全渗透+Web白帽子高级工程师+黑客攻防-中级课-学神IT,67人最近报名,,免费,共2节
//ke.qq.com/course/268507#term_id=100580482,CCNA最新版精化全套课程,99人最近报名,新盟教育,免费,共17节
